app_name,category,reviewer_ratings,review_body
BBVA,Finance,5,Its a great app Fingerprint is more secure :)
BBVA,Finance,5,Love it Best banking app
BBVA,Finance,4,Great app For people who work on the road an easy to use app is a must. Love the Quick view feature!
BBVA,Finance,2,Won't log in After last update can't log in anymore . Just spins
BBVA,Finance,5,Works great! No problems logging in or using app. Very happy with app. Mobile deposits works properly for me. No issues.
BBVA,Finance,5,Best Mobile banking app!! Simple
BBVA,Finance,5,Awesome It's a good app very help full
BBVA,Finance,3, Can't get into my account via Mobile.
BBVA,Finance,1,Can't pay card There's no option to pay the credit card here or on the website.
BBVA,Finance,1, Limited function & requires updates too frequently.  Use the full website instead.
BBVA,Finance,5, Good app never a problem  love it 5 stars
BBVA,Finance,5,Great App I Haven't had a problem since I downloaded it!!! Works for me...
BBVA,Finance,5,Great app!  Easy to use. Very all your financial info in an easy and quick format.
BBVA,Finance,5,This app Does what  it's supposed to do ! Works for me🏦🏧💵💰💸👍
BBVA,Finance,5,Works absolutely marvelous! App is awesome.
BBVA,Finance,5,So easy and convenient Very user friendly and convenient
BBVA,Finance,5,"Very good User friendly, had to set it up earlier. Recommend to everybody"
BBVA,Finance,5,It works! So far so good. I have not had a problem.
BBVA,Finance,5,Wonderful This app is easy to maneuver. I enjoy using it for all of my banking.
BBVA,Finance,4, Needs 4 digit pin sign on
BBVA,Finance,1, Wont work anymore
BBVA,Finance,5,"Expect the best, recieve Excellence! What more needs said ?"
BBVA,Finance,4,"Very good service ,caint be beat. Best service ever by fare"
BBVA,Finance,5,Awesome Awesome bank great app no issues thank you bbva
BBVA,Finance,5,Perfect Banking App! Works amazing for what I need.
BBVA,Finance,5, Mt Bank  BBva
BBVA,Finance,4,Good app I like this app
BBVA,Finance,5,"Great bank I love the friendly, curtius  service"
BBVA,Finance,5, The site has always been easy to navigate
BBVA,Finance,4, Love it have not had any problems with this app
BBVA,Finance,3,It's okay It let you do basic banking
BBVA,Finance,5,Great banking app Love the fingerprint sign in!
BBVA,Finance,5,Easiest banking app! So easy to use!
BBVA,Finance,5, Capable of helping my life run smoothly
BBVA,Finance,5, Good apps  I like it very much
BBVA,Finance,5, This app is awesome had no problems with it
BBVA,Finance,5,Bbva compass bank online Great for online banking
BBVA,Finance,5,Simple It's simple and it works well.
BBVA,Finance,5,easy to use nioce
BBVA,Finance,5, Updates are the best! Sign in easy.
BBVA,Finance,5, Fingertip banking
BBVA,Finance,4, Compass banking
BBVA,Finance,5,A1 Day1
BBVA,Finance,5, muy bueno
BBVA,Finance,5, Works great.
BBVA,Finance,5," Love this bank, love this app"
BBVA,Finance,5,BBVA Banking app Awesome app!!!
BBVA,Finance,5,Great app Easy to use.
BBVA,Finance,5,Way better It's much better now...
BBVA,Finance,5," No issues, yet.  Lol"
BBVA,Finance,5,Amazing Best creation ever
BBVA,Finance,5,Xtreme paintworx Real good
BBVA,Finance,5,Owner Very easy and accurate
BBVA,Finance,5,Good Awesome bank app
BBVA,Finance,5,Easy So easy to use
BBVA,Finance,5, Works great Note 5
BBVA,Finance,5,BBVA App Good Bank
BBVA,Finance,5,Loved it I love this app
BBVA,Finance,5, No problems whatsoever with app
BBVA,Finance,5,Gabby Love this app!!
BBVA,Finance,4,Good Always on point
BBVA,Finance,5,BBVA Works great
BBVA,Finance,5," convenient,  fast"
BBVA,Finance,4,Thumbs up Nniiioooccc
BBVA,Finance,2, Confusing!!!!!
BBVA,Finance,3, Getting better.
BBVA,Finance,5, Customer
BBVA,Finance,5,!! Best
BBVA,Finance,5,Good Works
BBVA,Finance,5, Convenient and easy
BBVA,Finance,5, Awsome bank
BBVA,Finance,5, Great app
BBVA,Finance,5, Happy with the app
BBVA,Finance,5, Love it
BBVA,Finance,5, Nice
BBVA,Finance,1,"The old app was superior to this one! The newest version is, predictably, WORSE than its predecessor. It still takes up to four minutes for a deposit to go through. Other bank mobile apps I have take seconds. This bank knows NOTHING about how to put together a good mobile banking app."
BBVA,Finance,1,Worst bank app ever Can not even get my money when it's a Compass check from my millionaire boss to my little account. This is a joke!
BBVA,Finance,1,Low Mobile Security Needs to have fingerprint verification & stronger passwords.  Too easily defeat with spyware.  Especially now days as bank spyware is at its highest it's ever been.
BBVA,Finance,5,Works for me... ...and they do not screw it up every little while with a makeover update. It works. It always has. BBVA Wallet is really helpful with its real time transaction alerts. Love them both.
BBVA,Finance,5,Best Banking Mobile App Does everything I need. Alerts are awesome. Deposit is easy. This banking app does more than most big banks. :)
BBVA,Finance,5,Very valuable tool!! It never fails when you need to make sure how much money is in your account you can't until you go to the bank. With this app I transfer money from one account to the other in seconds. It's awesome you'll love it!! Enjoy.
BBVA,Finance,1,"Doesn't even work App is always down,I can't even check my balance because app is always down"
BBVA,Finance,2," Only use it to check balances, otherwise not very good"
BBVA,Finance,2, Trying to cash checks sends me into an endless loop.
BBVA,Finance,5,Love it I left my other banks for BBVA. Their app alone did more than my banks when you walked through the front door. Love BBVA SO FAR
BBVA,Finance,3,"Very useful... when it works Loads of great features, user friendly interface, and more bugs than a roach farm."
BBVA,Finance,5,😍 my 💳 Enjoy the essay way to keep taps on spending and eassy way to deposit and my husband to be able and have quick way of getting it
BBVA,Finance,5, Excelent and helpful app
BBVA,Finance,4,"Great!!! Easy to use,fast, confidential,great service !!! So far so good!!!"
BBVA,Finance,5,BBVA App Easy to use!
BBVA,Finance,5, I & J House Cleaning services
BBVA,Finance,4," Never had any issues, very user friendly.                                                         #GoTexans"
BBVA,Finance,5,"best app ever no issues, informative, quick and easy"
BBVA,Finance,5,Easy to use This app is great and easy to navigate.
BBVA,Finance,5,Great bank Wonderful easy to use app
BBVA,Finance,4,Good app Seems to do its job
BBVA,Finance,5,It's great Very easy and handy!
BBVA,Finance,5, like it a lot
BBVA,Finance,5,Title Quality
BBVA,Finance,5,Simple and fast. No more crashing.
BBVA,Finance,5, Very efficient and easy to use
BBVA,Finance,5,Love it Great and easy to use
BBVA,Finance,5, Great..and very understanding!!
BBVA,Finance,5, So easy to manage
BBVA,Finance,5, Best so far
BBVA,Finance,5, No problems
BBVA,Finance,5,BBVA COMPASS Simply love it 😃😃😃😃
BBVA,Finance,5,Fast and easy Fast and easy to use
BBVA,Finance,4, Excellent app.
BBVA,Finance,5,👍👍👍👍 I love these app
BBVA,Finance,5,Bank Awesome
BBVA,Finance,5, Awesome App
BBVA,Finance,5,Love it Love it
BBVA,Finance,2,"Used to be great Ummm, your app was always awesome. Then it stopped working. Unistall, reinstall.....and my account info is even less accurate and updated. What did you guys do? If I can't be up to minute on my banking, that's enough to change banks. Times are tough, and you have to stay on top. You guys are sliding...Full ReviewUmmm, your app was always awesome. Then it stopped working. Unistall, reinstall.....and my account info is even less accurate and updated. What did you guys do? If I can't be up to minute on my banking, that's enough to change banks. Times are tough, and you have to stay on top. You guys are sliding...... Shame. I like my bank. But now I question my bank. By the way, I work in accounting....just sayin'."
